List of TASE Companies,,,,,,,,,,,
As of 20/02/2026
Name,TASE Sector,Issuer No.,Corporate No.,Incorporation,Website,Market Cap (K ILS),Full Name,Address,Phone,Fax,E-Mail
SOLROM HOLDINGS,High-Tech-Technology-Defence,1924,515512580,Israel,,571553,SOLROM HOLDINGS LTD,,077-9030001,077-9030001,matan.r@solrom.com
SOLTERRA,High-Tech-Technology-Renewable Energy,169,520034919,Israel,www.solterra.energy,18679,SOLTERRA ENERGY LTD,,073-2379100,073-2379105,shiranr@solterra.energy
SONOL REAL EST,Real-Real-Estate & Construction-Investment-Proerties In Israel,2393,510531775,Israel,,583214,SONOL REAL ESTATE AND INVESTMENTS LTD,,09-8637866,,zeevc@sonol.co.il
SONOVIA,High-Tech-Technology-Electronics And Optics,2304,514997741,Israel,www.sonoviatech.com                               ,10456,SONOVIA LTD,,077-9400370,077-3353914,cfo@sonoviatech.com
SPACE COM.,Real-Commerce & Services-Communications & Media,1132,511396046,Israel,www.amos-spacecom.com                             ,193834,SPACE-COMMUNICATION LTD.,,03-7551000,03-7551001,info@amos-spacecom.com
SPEEDVALUE,High-Tech-Technology-IT Services,1878,516107323,Israel,www.speedvalue.com                                ,49580,SPEEDVALUE LTD,,074-7030232,072-2410206,kamels@codevalue.com
SPENCER EQUITY,Real-Real-Estate & Construction-Investment-Proerties Abroad,1628,1838863,Virgin Islands (UK),,0,SPENCER EQUITY GROUP LIMITED,,03-6123939,03-6125030,info@usrer.com
SPRING,High-Tech-Technology-Software And Internet,1329,512758350,Israel,www.springv.com                                   ,45232,SPRING VENTURES LTD,,03-5434060,076-5100955,office@springv.com
SPUNTECH,Real-Industry-Wood & Paper,1182,512288713,Israel,www.spuntech.com                                  ,203890,N.R. SPUNTECH INDUSTRIES LTD.,,04-6758100,04-6732370,chen_m@spuntech.com
STG,Real-Commerce & Services-Commerce,550,520040338,Israel,www.stggroup.co.il                                ,334395,STG INTERNATIONAL LTD.,,03-7331400,03-5732244,stg@stggroup.co.il
STORAGE DROP,High-Tech-Technology-Cleantech,1562,512714221,Israel,www.storagedrop.co.il                             ,6005,STORAGE DROP STORAGE TECHNOLOGIES LTD,,077-4008515,09-7442446,info@storagedrop.co.il
STRAUSS GROUP,Real-Industry-Food,746,520003781,Israel,www.strauss-group.com                             ,16324388,STRAUSS GROUP LTD.,,03-6752499,03-6752279,yael.nevo@strauss-group.com
STRAWBERRY,Real-Real-Estate & Construction-Investment-Proerties Abroad,1654,1863501,Virgin Islands (UK),www.strawberryfieldsreit.com                      ,0,"STRAWBERRY FIELDS REIT,LTD",,03-6944249,03-6944157
STRAWBERRY INC,Real-Real-Estate & Construction-Investment-Proerties Abroad,2438,842336054,USA,,555354,"STRAWBERRY FIELDS REIT,INC",,03-6944249,03-6944157
SUFRIN,Real-Real-Estate & Construction-Construction,1974,515361442,Israel,www.sufrin.io/en                                  ,115199,SUFRIN HOLDINGS LTD,,03-6123965,03-6123966,roy@sufrin.io
SUGAT,Real-Industry-Food,308,520037573,Israel,www.sugat-group.co.il/en                          ,1332177,SUGAT GROUP LTD,,04-9549555,,ir@sugat-group.co.il
SUMMIT,Real-Real-Estate & Construction-Investment-Proerties Abroad,1060,520043720,Israel,www.smt.co.il                                     ,4536785,SUMMIT REAL ESTATE HOLDINGS LTD,,04-8408091,04-8408092,amirs@smt.co.il
SUNFLOWER,High-Tech-Technology-Renewable Energy,1062,520043597,Israel,www.sunflower-sit.com                             ,465363,SUNFLOWER SUSTAINABLE INVESTMENTS LTD.,,073-3244860,073-3246838,adi@sunflower-sit.com
SUNY COMMUN,Real-Commerce & Services-Commerce,2009,520031808,Israel,www.samsungmobile.co.il,320667,SUNY CELLULAR COMMUNICATION LTD,,03-9057701,03-9314422,eyal.palti@suny-cc.co.il
SUPERGAS POWER,Real-Energy And Oil & Gas Exploration-Energy,1804,516077989,Israel,ir.electra-power.co.il,447118,SUPERGAS POWER (2019) LTD,,09-8308103,09-8308181,energy@electra-power.co.il
SURE-TECH,High-Tech-Technology-Investments In High-Tech,1889,540300563,Israel,www.suretech.vc,8095,SURE-TECH INVESTMENTS-LIMITED PARTNERSHIP,,050-5255633,077-4448072,doron@suretech.vc
SYNEL M.L.L,High-Tech-Technology-Software And Internet,1115,511416612,Israel,www.synel.com                                     ,101870,SYNEL PAYWAY M.L.L LTD,,03-7555100,04-9890484,matangr@synel.co.il
TADIRAN GROUP,Real-Commerce & Services-Commerce,258,520036732,Israel,www.tadiran-international.com                     ,1564382,TADIRAN GROUP LTD,,03-9283372,03-9283336,ayeletk@tadiran-group.co.il
TAMAR PETROLEUM,Real-Energy And Oil & Gas Exploration-Oil & Gas Exploration,1689,515334662,Israel,www.tamarpetroleum.co.il/en                       ,3053432,TAMAR PETROLEUM LTD,,074-7044779,074-7044762,efrat@tamarpetroleum.co.il
TASE,Finance-Financial Services-Financial Services,1778,520020033,Israel,www.tase.co.il/en                                 ,14631644,TEL AVIV STOCK EXCHANGE LTD,, 076-8160571,076-8160331,livnatw@tase.co.il
TAT TECHNOLOG.,Real-Industry-Electrical,2110,520035791,Israel,www.tat-technologies.com                          ,2166962,TAT TECHNOLOGIES LTD,,08-8628500,08-8621511,tat@tat.co.il
TAYA INV.,Real-Commerce & Services-Communications & Media,796,520008483,Israel,,120073,TAYA INVESTMENT CO. LTD.,,09-9595052,09-7404783,officemanager@tayamedia.com
TECTONA,High-Tech-Technology-Software And Internet,216,520036096,Israel,www.tectona.io                                    ,85153,TECTONA LTD,,073-3976815,077-4703088,guy.harel@tectona.io
TEDEA,Real-Investment & Holdings-Investment & Holdings,142,520034364,Israel,,28799,TEDEA TECHNOLOGICAL DEVELOPMENT & AUTOMOTION LTD.,,09-9602010,09-9569081,maya@tedea.com
TEFRON,Real-Industry-Fashion & Clothing,2076,520043407,Israel,www.tefron.com                                    ,177570,TEFRON LTD.,,04-9900870,04-9900037,financeil@tefron.com
TELSYS,High-Tech-Technology-Electronics And Optics,354,520038100,Israel,www.telsys.co.il                                  ,1979804,TELSYS LTD.,,03-7657666,03-6497407,boaz@telsys.co.il
TEMPO BEVERAGES,Real-Industry-Food,1535,513682625,Israel,en.tempo.co.il                                    ,0,TEMPO BEVERAGES LTD,,09-8630530,09-8630750,michaelha@tempo.co.il
TERA LIGHT,High-Tech-Technology-Renewable Energy,1982,516414679,Israel,www.teralight.co.il/en                            ,1377288,TERA LIGHT LTD,,03-3733234,073-3438128,office@teralight.co.il
TERMINAL X,Real-Commerce & Services-Retail,1948,515722536,Israel,www.terminalx.com,864428,TERMINAL X ONLINE LTD,,,03-9050200,office@terminalx.com
TEUZA,High-Tech-Technology-Investments In High-Tech,290,520036757,Israel,www.teuzafund.com                                 ,39993,TEUZA - A FAIRCHILD  TECHNOLOGY VENTURE LTD.,,04-8728788,04-8729393,teuza@teuzafund.com
TEVA,High-Tech-Biomed-Pharma,629,520013954,Israel,www.tevapharm.com                                 ,124965731,TEVA- PHARMACEUTICAL INDUSTRIES LTD.,,03-9148262,03-9267519,yael.ashman@teva.co.il
TGI,Real-Industry-Metal & Building Products,1185,511870891,Israel,,193033,TGI INFRASTRUCTURES LTD,,03-7584315,03-7584315,yael@tgi-infra.com
THE LESER,Real-Real-Estate & Construction-Investment-Proerties Abroad,1513,1427976,Virgin Islands (UK),,0,THE LESER GROUP LTD,,03-6123939,03-6125030,info@usrer.com
THEMIS,Real-Industry-Food,1289,511327017,Israel,,71575,THEMIS G.R.E.N. LTD,,09-8915499,09-7724193,nir@themis-gren.com
THIRDEYE,High-Tech-Technology-Defence,397,520038639,Israel,www.thirdeye-systems.com                          ,249282,THIRDEYE SYSTEMS LTD,,054-7403352,09-9559827,info@thirdeye-systems.com
TIGBUR GROUP,Real-Commerce & Services-Services,1460,510882830,Israel,www.tigbur.com                                    ,708951,TIGBUR GROUP LTD,,03-5762120,03-5762100,tomer@tigbur.co.il
TIGI,High-Tech-Technology-Cleantech,1876,514041797,Israel,www.tigisolar.com                                 ,17847,TIGI LTD,,09-7748800,09-7748801,zvika@tigisolar.com
TIKUN OLAM CANB,High-Tech-Biomed-Cannabis,1102,512101460,Israel,www.cannbit.com                                   ,17758,TIKUN OLAM-CANNBIT PHARMACEUTICALS LTD,,04-6575522,04-6025995,tonyk@tikun-olam.org.il
TIV TAAM,Real-Commerce & Services-Retail,103,520041187,Israel,www.tivtaam.co.il,1213513,TIV TAAM HOLDINGS 1 LTD,,04-6179470,04-6179441,orlyl@tivtaam.co.il
TOGETHER,High-Tech-Biomed-Cannabis,462,520039348,Israel,www.together-pharma.com/investors                 ,58511,TOGETHER PHARMA LTD,,074-7721500,074-7721526,contact@together-pharma.com
TOMER ENERGY,Real-Energy And Oil & Gas Exploration-Oil & Gas Exploration,1609,514837111,Israel,www.tomerenergy.co.il/en                          ,456023,TOMER ENERGY ROYALTIES (2012) LTD,,073-3242742,073-3242835,info@dlrl.co.il
TONDO SMART,High-Tech-Technology-Electronics And Optics,1945,515876167,Israel,www.tondo-iot.com                                 ,88651,TONDO SMART LTD,,03-5055565,03-5055565,office@tondo-iot.com
TOP GROUP,High-Tech-Technology-Software And Internet,1081,520044231,Israel,www.top-group.co.il/group/en                      ,252556,TOP GROUP SOFTWARE LTD.,,03-7667777,03-7667770,ziv_h@top-group.co.il
TOP GUM,High-Tech-Technology-Foodtech,1943,513561399,Israel,www.topgummiceuticals.com                         ,1914545,TOP GUM INDUSTRIES LTD.,,08-6616111,08-6616113,niro@topgummiceuticals.com
TOWER,High-Tech-Technology-Semiconductors,2028,520041997,Israel,www.towersemi.com                                 ,44496103,TOWER SEMICONDUCTOR LTD.,,04-6506611,04-6547788,natiso@towersemi.com
TRUCKNET,High-Tech-Technology-Software And Internet,1870,515446474,Israel,www.trucknet.io                                   ,12457,TRUCKNET ENTERPRISE LTD,,077-9709090,077-4702399,oriana@trucknet.io
TSG,High-Tech-Technology-Defence,2444,512797440,Israel,/https://www.tsgitsystems.com/en                  ,1800894,TSG IT ADVANCED SYSTEMS LTD,,03-5483555,,tsg@tsgitsystems.com
TURBOGEN,High-Tech-Technology-Cleantech,1936,515086056,Israel,www.turbogenchp.com                               ,411392,TURBOGEN LTD,,03-5795452,03-9463281,info@turbogenchp.com
TURGEMAN,Real-Real-Estate & Construction-Investment-Proerties In Israel,2519,516523479,Israel,,0,TURGEMAN HOLDINGS LTD,,04-6397598,,eli@amireygan.com
TURPAZ,Real-Industry-Food,1901,514574524,Israel,www.turpaz.co.il                                  ,8393665,TURPAZ INDUSTRIES LTD,,03-5598211,03-5598212,info@turpaz.co.il
UMH PROPE,Real-Real-Estate & Construction-Investment-Proerties Abroad,2356,221890929,USA,www.umh.com                                       ,3737103,"UMH PROPERTIES, INC.",,03-6089999,03-6089909,ir@umh.com
UNICORN TECHNO,High-Tech-Technology-Investments In High-Tech,1813,540294428,Israel,www.unicorn-technologies.co.il,20105,UNICORN TECHNOLOGIES-LIMITED PARTNERSHIP,,03-5661345,03-5661280,amit@unicorn-technologies.co.il
UNIC-TECH,High-Tech-Technology-Investments In High-Tech,1881,540301322,Israel,,5180,UNIC-TECH LIMITED PARTNERSHIP,,050-6456788,,avi@gre.co.il
UNITRONICS,High-Tech-Technology-Electronics And Optics,2170,520044199,Israel,www.unitronics.com                                ,325467,UNITRONICS (1989)(R''G) LTD.,,03-9778888,03-9778877,riki@unitronics.com
UNIVERSAL MOTOR,Real-Commerce & Services-Commerce,2072,511809071,Israel,www.umigroup.co.il,3840480,UNIVERSAL MOTORS ISRAEL LTD,,03-6171989,03-9526110,moran_l@umi.co.il
UNIVO-M,Real-Investment & Holdings-Inactive & Shell Companies,2230,511799835,Israel,www.univopharma.com                               ,3060,UNIVO PHARMACEUTICALS LTD,,08-9448585,08-9448585,itamar@univopharma.com
UPSELLON BRANDS,High-Tech-Technology-Software And Internet,456,520038878,Israel,www.upsellon.com                                  ,15854,UPSELLON BRANDS HOLDINGS LTD,,054-7449820,03-6844998,finance@upsellon.com
URBAN BRAND,Real-Real-Estate & Construction-Construction,2486,514870831,Israel,,91284,URBAN BRAND LTD,,03-9039969,,shachar@urbanbrd.com
URBANICA(PALO),Real-Commerce & Services-Retail,2381,515135408,Israel,www.urbanica-wh.com,1129698,URBANICA (PALO) RETAIL LTD,,03-5419723,,yael.ad@castro.co.il
UTRON,High-Tech-Technology-Robotics & 3d,1771,515883809,Israel,www.utron.com                                     ,105093,UTRON LTD,,03-9778844,03-9778877,isa@utron.com
VELORYX,High-Tech-Technology-Electronics And Optics,1824,515114429,Israel,www.aquariusengines.com                           ,68729,VELORYX LTD,,09-7745022,09-7747389,investors@aquariusengines.com
VERIDIS,High-Tech-Technology-Cleantech,1907,515935807,Israel,www.veridis.co.il/en                              ,4963202,VERIDIS ENVIRONMENT LTD,,09-9520000,09-9520001,hagit_b@groupve.co.il
VICTORY,Real-Commerce & Services-Retail,1583,514068980,Israel,www.victory.co.il,764184,VICTORY SUPERMARKET CHAIN LTD,,08-8674994,08-8674208,eyal@victory1.co.il
VILLAR,Real-Real-Estate & Construction-Investment-Proerties In Israel,416,520038910,Israel,www.villar.co.il                                  ,3348630,VILLAR INTERNATIONAL LTD.,,04-6272770,04-6275832,yossig@villar.co.il
VISION SIGMA,Real-Real-Estate & Construction-Investment-Proerties In Israel,350,520037987,Israel,,56448,VISION SIGMA LTD,,09-9709993,09-9709998,limor@sigalit.com
VITANIA,Real-Real-Estate & Construction-Investment-Proerties In Israel,1515,512096793,Israel,www.vitania.co.il/eng                             ,1029491,VITANIA LTD,,036441930,   036441934,office@vitania.co.il
WATER.IO,High-Tech-Technology-Software And Internet,1968,515272789,Israel,www.impacx.io                                     ,8620,WATER.IO LTD,,08-3730370,08-3731017,info@impacx.io
WESDALE AMERIC,Real-Real-Estate & Construction-Investment-Proerties Abroad,1772,1991033,Virgin Islands (UK),,0,WESTDALE AMERICA LIMITED,,03-6111000,03-6133355,joe@westdale.com
WESURE GLOBALT,Finance-Insurance-Insurance,1865,515559169,Israel,www.we-sure.co.il/en                              ,2688847,WESURE GLOBAL TECH LTD.,,09-9780000,09-9791686,morand@we-sure.co.il
WILK,High-Tech-Technology-Foodtech,278,520037136,Israel,www.wilkismilk.com                                ,10203,WILK TECHNOLOGIES LTD,,058-5352246,058-5352246,info@wilkismilk.com
WILLI-FOOD INTE,Real-Commerce & Services-Commerce,2123,520043209,Israel,www.willi-food.com                                ,1206520,G.WILLI-FOOD INTERNATIONAL,,08-9321000,08-9321003,cfo@willi-food.co.il
WILLY  FOOD,Real-Commerce & Services-Commerce,371,520038225,Israel,www.willi-food.com                                ,871600,WILLY FOOD INVESTMENTS LTD,,08-9321000,08-9321003,cfo@willi-food.co.il
WIND BUZZ,High-Tech-Technology-Cleantech,1466,513910091,Israel,www.wind-buzz.com                                 ,14805,WIND BUZZ TECHNOLOGIES LTD,,03-5670100,03-5670101,ltd_aa@yahoo.com
XTL,High-Tech-Biomed-Biotechnology,2190,520039470,Israel,www.xtlbio.com                                    ,25549,XTL BIOPHARMACEUTICALS LTD.,,03-6116666,03-6116610,ir@xtlbio.com
Y.B RENEWAL,Real-Real-Estate & Construction-Construction,111,520033861,Israel,,32951,Y.B URBAN RENEWAL - RESIDENTIAL DEVELOPMENT LTD,,050-6371112,03-7467700,kobyz770@gmail.com
YAAZ,Real-Real-Estate & Construction-Construction,2490,515125862,Israel,,194785,YAAZ ENTREPRENEURSHIP AND URBAN RENEWAL LTD,,03-9674546,,omri@yaaz.co.il
YACOBI GROUP,Real-Real-Estate & Construction-Construction,1703,514010081,Israel,www.ysbgroup.com/home-en.html                     ,156149,YACOBI BROTHERS GROUP (YSB) LTD,,073-2534900,08-6274212,zivn@ysbgroup.com
YBOX,Real-Real-Estate & Construction-Construction,486,520038688,Israel,www.ybox.co.il/en                                 ,375948,YBOX REAL ESTATE LTD,,03-6285300,03-5100196,eldad@ybox.co.il
YESODOT EITANIM,Real-Real-Estate & Construction-Construction,2386,515099018,Israel,www.oz-yesodot.co.il,64467,YESODOT EITANIM CONSTRUCTION LTD,,08-6900701,,rafi@oz-yesodot.co.il
YOCHANANOF,Real-Commerce & Services-Retail,1786,511344186,Israel,www.yochananof.co.il,5428601,M.YOCHANANOF AND SONS (1988) LTD,,076-8175717,08-9448179,hezi@yochananof.co.il
YOZMOT,Real-Real-Estate & Construction-Construction,2464,516182128,Israel,,0,YOZMOT - REAL ESTATE DEVELOPMENT LTD,,072-2608080,,office@yozmot.net
YUVALIM GROUP,Real-Real-Estate & Construction-Construction,1903,514625094,Israel,en.yuvalim-group.co.il                            ,0,YUVALIM GROUP INVESTMENTS LTD,,03-6124433,03-6125010,office@yuvalim.biz
ZANLAKOL,Real-Industry-Food,130,520034208,Israel,www.sanlakol.com                                  ,577051,ZANLAKOL LTD.,,04-6595555,04-6407456,tsur@sanlakol.co.il
ZARASAI GROUP,Real-Real-Estate & Construction-Investment-Proerties Abroad,1604,1744984,Virgin Islands (UK),,0,THE ZARASAI GROUP LTD,,03-6111000,03-6133355,adam@pinnacleny.com
ZEPHYRUS,High-Tech-Technology-Renewable Energy,2413,516537560,Israel,www.zephyrus.co.il                                ,2152935,ZEPHYRUS WING ENERGIES LTD,,074-7539132,,jasmine@zephyrus.co.il
ZOOZ STRATEGY,Real-Investment & Holdings-Investment & Holdings,1866,514881564,Israel,www.zoozpower.com                                 ,193470,ZOOZ STRATEGY LTD,,08-6805566,08-6425032,ruth.smadja@zoozpower.com
ZUR,Real-Investment & Holdings-Investment & Holdings,730,520025586,Israel,www.zur-shamir.com                                ,800077,ZUR SHAMIR HOLDINGS LTD.,,03-6251400,03-9191911,info@zur-shamir.com
